team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
TOR,2018,TOR,2018021002,TOR,BUF,HOME,20190302,Team Level,5on4,0.9974,0.8,0.8571,240.0,3.773,0.391,0.374,0.706,0.135,3.001,1.393,0.373,0.391,0.373,5.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,5.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.215,0.176,0.0,0.0,0.0,0.0,8.0,6.0,6.0,0.0,0.088,0.0,0.0,0.478,0.478,0.458,0.3,0.001,0.01,0.01,0.01,0.01,0.959,0.001,0.001,0.001,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.002,0.0,0.0,0.003,0.003,0.003
TOR,2018,TOR,2018021018,TOR,CGY,AWAY,20190304,Team Level,other,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOR,2018,TOR,2018021018,TOR,CGY,AWAY,20190304,Team Level,all,0.469,0.4222,0.4141,3600.0,30.517,3.211,1.975,6.76,0.863,16.213,11.978,3.083,3.544,3.397,32.0,9.0,16.0,57.0,6.0,1.0,1.0,6.0,1.0,11.0,16.0,26.0,35.0,1.0,2.0,33.0,13.0,12.0,15.0,30.0,7.0,4.0,0.747,0.73,1.733,3.0,1.0,2.0,66.108,41.0,46.251,10.0,0.427,0.486,0.486,3.152,3.462,3.444,41.37,3.635,3.043,9.381,1.335,23.571,17.036,3.525,3.347,3.239,37.0,21.0,20.0,78.0,2.0,2.0,0.0,6.0,0.0,21.0,27.0,35.0,56.0,2.0,4.0,31.0,15.0,12.0,33.0,43.0,11.0,4.0,1.3,1.429,0.905,0.0,0.0,2.0,69.172,58.0,52.793,19.0,0.642,0.177,0.177,4.1,3.765,3.652
TOR,2018,TOR,2018021018,TOR,CGY,AWAY,20190304,Team Level,5on5,0.4503,0.416,0.4176,3409.0,28.093,2.499,1.848,6.337,0.81,15.052,11.455,2.371,2.832,2.685,29.0,9.0,14.0,52.0,5.0,1.0,1.0,6.0,1.0,11.0,14.0,24.0,33.0,1.0,2.0,31.0,13.0,12.0,15.0,28.0,7.0,3.0,0.735,0.73,1.033,3.0,1.0,1.0,61.108,38.0,43.251,10.0,0.385,0.486,0.486,2.397,2.708,2.69,37.385,3.051,2.748,8.45,1.179,22.105,15.466,3.024,2.763,2.739,34.0,19.0,20.0,73.0,1.0,1.0,0.0,6.0,0.0,20.0,25.0,33.0,52.0,2.0,4.0,30.0,15.0,12.0,32.0,40.0,11.0,2.0,1.192,1.429,0.431,0.0,0.0,1.0,64.172,53.0,47.793,18.0,0.563,0.142,0.142,3.473,3.138,3.111
TOR,2018,TOR,2018021018,TOR,CGY,AWAY,20190304,Team Level,4on5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.537,0.51,0.232,0.681,0.108,1.024,0.446,0.427,0.51,0.427,2.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.035,0.0,0.475,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.065,0.035,0.035,0.54,0.54,0.453
TOR,2018,TOR,2018021018,TOR,CGY,AWAY,20190304,Team Level,5on4,0.9059,0.6,0.6,163.0,2.424,0.712,0.127,0.424,0.053,1.16,0.524,0.712,0.712,0.712,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.012,0.0,0.7,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.042,0.0,0.0,0.754,0.754,0.754,1.448,0.074,0.063,0.25,0.047,0.442,1.125,0.074,0.074,0.074,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.074,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.014,0.0,0.0,0.088,0.088,0.088
TOR,2018,TOR,2018021030,TOR,VAN,AWAY,20190306,Team Level,other,0.2778,0.125,0.2,0.0,0.821,0.03,0.023,0.214,0.028,0.257,0.448,0.03,0.03,0.03,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.007,0.0,0.0,0.037,0.037,0.037,2.946,0.078,0.109,0.763,0.091,1.366,1.592,0.077,0.078,0.077,4.0,0.0,3.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.078,0.0,0.0,1.0,0.0,0.0,7.0,4.0,4.0,0.0,0.027,0.0,0.0,0.105,0.105,0.104
TOR,2018,TOR,2018021030,TOR,VAN,AWAY,20190306,Team Level,all,0.4134,0.4234,0.4149,3791.0,28.927,1.095,1.487,6.877,0.943,14.771,13.827,1.092,1.162,1.159,30.0,9.0,19.0,58.0,2.0,0.0,0.0,9.0,3.0,9.0,16.0,28.0,37.0,3.0,6.0,28.0,14.0,6.0,4.0,37.0,2.0,0.0,0.856,0.239,0.0,2.0,0.0,0.0,60.698,39.0,40.93,3.0,0.307,0.0,0.0,1.402,1.484,1.48,38.207,1.554,1.744,8.978,1.207,21.093,20.425,1.537,1.485,1.468,31.0,24.0,24.0,79.0,3.0,0.0,0.0,8.0,4.0,16.0,24.0,28.0,52.0,2.0,4.0,37.0,22.0,6.0,4.0,50.0,5.0,0.0,1.091,0.464,0.0,3.0,0.0,0.0,76.068,55.0,53.09,3.0,0.358,0.0,0.0,1.913,1.828,1.807
TOR,2018,TOR,2018021030,TOR,VAN,AWAY,20190306,Team Level,5on5,0.4155,0.4386,0.4177,3150.0,24.218,0.937,1.121,6.052,0.811,12.673,11.406,0.934,1.004,1.001,26.0,7.0,17.0,50.0,1.0,0.0,0.0,9.0,2.0,9.0,12.0,25.0,32.0,3.0,6.0,22.0,13.0,4.0,3.0,31.0,2.0,0.0,0.698,0.239,0.0,1.0,0.0,0.0,52.698,33.0,34.93,2.0,0.223,0.0,0.0,1.16,1.242,1.237,32.056,1.318,1.463,7.565,1.019,17.826,16.809,1.304,1.249,1.236,23.0,23.0,18.0,64.0,1.0,0.0,0.0,5.0,4.0,16.0,20.0,22.0,45.0,2.0,4.0,28.0,22.0,5.0,3.0,41.0,5.0,0.0,0.855,0.464,0.0,1.0,0.0,0.0,61.068,46.0,44.09,3.0,0.289,0.0,0.0,1.607,1.522,1.506
TOR,2018,TOR,2018021030,TOR,VAN,AWAY,20190306,Team Level,4on5,0.3669,0.2222,0.3333,401.0,1.485,0.091,0.071,0.166,0.039,0.501,1.133,0.091,0.091,0.091,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.091,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.015,0.0,0.0,0.107,0.107,0.107,2.905,0.157,0.162,0.64,0.086,1.891,1.065,0.154,0.157,0.154,3.0,1.0,3.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.157,0.0,0.0,1.0,0.0,0.0,7.0,4.0,4.0,0.0,0.041,0.0,0.0,0.198,0.198,0.194
TOR,2018,TOR,2018021030,TOR,VAN,AWAY,20190306,Team Level,5on4,0.9737,0.8333,0.75,240.0,2.403,0.037,0.272,0.445,0.066,1.34,0.84,0.037,0.037,0.037,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.062,0.0,0.0,0.099,0.099,0.099,0.3,0.001,0.01,0.01,0.01,0.01,0.959,0.001,0.001,0.001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.002,0.0,0.0,0.003,0.003,0.003
TOR,2018,TOR,2018021055,TOR,EDM,AWAY,20190309,Team Level,other,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.424,0.807,0.379,0.786,0.167,2.829,1.031,0.74,0.807,0.74,3.0,3.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.097,0.453,0.257,0.0,1.0,0.0,6.0,6.0,6.0,0.0,0.115,0.0,0.0,0.922,0.922,0.845
TOR,2018,TOR,2018021055,TOR,EDM,AWAY,20190309,Team Level,all,0.5036,0.5373,0.5327,3600.0,39.297,3.542,2.553,9.286,1.292,21.626,18.701,3.228,3.814,3.482,40.0,17.0,15.0,72.0,3.0,3.0,0.0,10.0,0.0,20.0,21.0,37.0,54.0,4.0,8.0,30.0,21.0,8.0,17.0,45.0,8.0,4.0,1.282,0.87,1.39,0.0,2.0,1.0,78.664,57.0,61.618,12.0,0.544,1.053,1.053,3.033,3.284,3.181,34.677,3.492,2.575,7.633,1.135,21.196,13.969,3.354,3.331,3.196,33.0,17.0,12.0,62.0,2.0,1.0,0.0,10.0,0.0,18.0,19.0,31.0,48.0,2.0,4.0,21.0,23.0,10.0,13.0,32.0,17.0,1.0,1.011,2.223,0.257,0.0,2.0,0.0,58.241,50.0,47.113,7.0,0.583,0.126,0.126,3.949,3.769,3.629
TOR,2018,TOR,2018021055,TOR,EDM,AWAY,20190309,Team Level,5on5,0.6089,0.5962,0.593,2856.0,35.231,3.128,2.321,8.429,1.144,19.947,16.031,2.815,3.4,3.069,37.0,14.0,11.0,62.0,2.0,3.0,0.0,10.0,0.0,18.0,18.0,35.0,49.0,3.0,6.0,23.0,20.0,7.0,16.0,40.0,8.0,3.0,1.205,0.87,1.053,0.0,2.0,0.0,68.664,51.0,55.618,11.0,0.472,1.053,1.053,2.546,2.797,2.698,24.216,2.009,1.656,5.678,0.771,14.352,10.534,1.976,1.848,1.818,25.0,10.0,7.0,42.0,1.0,1.0,0.0,6.0,0.0,12.0,15.0,24.0,34.0,2.0,4.0,15.0,23.0,10.0,11.0,25.0,10.0,0.0,0.67,1.338,0.0,0.0,1.0,0.0,38.241,35.0,32.113,7.0,0.336,0.126,0.126,2.219,2.039,2.022
TOR,2018,TOR,2018021055,TOR,EDM,AWAY,20190309,Team Level,4on5,0.0611,0.1333,0.2,402.0,1.042,0.041,0.036,0.136,0.033,0.228,1.527,0.041,0.041,0.041,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.009,0.0,0.0,0.05,0.05,0.05,5.337,0.63,0.507,1.068,0.177,3.795,1.822,0.593,0.63,0.593,4.0,4.0,5.0,13.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,8.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,4.0,0.0,0.198,0.432,0.0,0.0,0.0,0.0,13.0,8.0,8.0,0.0,0.125,0.0,0.0,0.755,0.755,0.71
TOR,2018,TOR,2018021055,TOR,EDM,AWAY,20190309,Team Level,5on4,0.8902,0.8889,0.8,237.0,3.024,0.373,0.196,0.721,0.115,1.452,1.143,0.372,0.373,0.372,2.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.036,0.0,0.337,0.0,0.0,1.0,8.0,4.0,4.0,0.0,0.063,0.0,0.0,0.436,0.436,0.433,0.7,0.046,0.033,0.1,0.02,0.22,0.582,0.046,0.046,0.046,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.007,0.0,0.0,0.053,0.053,0.053
TOR,2018,TOR,2018021065,TOR,T.B,HOME,20190311,Team Level,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOR,2018,TOR,2018021065,TOR,T.B,HOME,20190311,Team Level,all,0.358,0.4444,0.4301,3600.0,27.35,1.695,1.773,6.871,0.918,16.141,11.667,1.638,1.527,1.476,28.0,12.0,8.0,48.0,2.0,1.0,1.0,7.0,0.0,16.0,14.0,26.0,38.0,1.0,2.0,35.0,14.0,8.0,21.0,35.0,5.0,0.0,1.08,0.615,0.0,2.0,0.0,0.0,42.475,40.0,35.965,15.0,0.361,0.065,0.065,1.991,1.795,1.74,37.066,3.04,2.449,8.941,1.187,21.535,15.847,2.963,3.421,3.332,42.0,11.0,7.0,60.0,6.0,2.0,1.0,11.0,2.0,13.0,19.0,36.0,47.0,2.0,4.0,29.0,20.0,6.0,16.0,40.0,10.0,3.0,0.989,1.198,0.854,1.0,3.0,2.0,69.312,53.0,59.564,9.0,0.511,0.624,0.624,2.928,3.274,3.189
TOR,2018,TOR,2018021065,TOR,T.B,HOME,20190311,Team Level,5on5,0.3637,0.4412,0.4382,3287.0,26.622,1.657,1.731,6.725,0.894,15.636,11.423,1.599,1.488,1.437,27.0,12.0,6.0,45.0,2.0,1.0,1.0,7.0,0.0,16.0,13.0,25.0,37.0,1.0,2.0,32.0,13.0,7.0,19.0,34.0,5.0,0.0,1.041,0.615,0.0,2.0,0.0,0.0,39.475,39.0,34.965,15.0,0.351,0.065,0.065,1.943,1.746,1.691,34.995,2.899,2.291,8.565,1.128,20.271,14.846,2.822,3.279,3.191,39.0,11.0,7.0,57.0,5.0,2.0,1.0,10.0,2.0,13.0,18.0,34.0,45.0,2.0,4.0,26.0,19.0,5.0,15.0,38.0,9.0,3.0,0.975,1.07,0.854,1.0,2.0,2.0,66.312,50.0,56.564,9.0,0.472,0.624,0.624,2.748,3.093,3.009
TOR,2018,TOR,2018021065,TOR,T.B,HOME,20190311,Team Level,4on5,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.257,0.014,0.132,0.284,0.04,1.053,0.478,0.014,0.014,0.014,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.033,0.0,0.0,0.047,0.047,0.047
TOR,2018,TOR,2018021065,TOR,T.B,HOME,20190311,Team Level,5on4,0.2335,0.75,0.5,193.0,0.728,0.039,0.042,0.146,0.025,0.505,0.244,0.039,0.039,0.039,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.01,0.0,0.0,0.049,0.049,0.049,0.814,0.128,0.026,0.091,0.02,0.212,0.524,0.128,0.128,0.128,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.128,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.006,0.0,0.0,0.134,0.134,0.134
TOR,2018,TOR,2018021080,TOR,CHI,HOME,20190313,Team Level,other,1.0,0.9286,1.0,193.0,8.554,0.925,0.847,1.595,0.277,6.411,1.944,0.847,0.925,0.847,9.0,3.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,3.0,1.0,0.302,0.402,0.222,0.0,1.0,0.0,13.0,12.0,12.0,0.0,0.219,0.0,0.0,1.144,1.144,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
TOR,2018,TOR,2018021080,TOR,CHI,HOME,20190313,Team Level,all,0.6291,0.6291,0.5841,3600.0,45.678,4.072,3.575,9.932,1.481,29.163,17.778,3.883,3.755,3.576,48.0,18.0,29.0,95.0,4.0,4.0,1.0,6.0,1.0,28.0,23.0,44.0,62.0,0.0,0.0,33.0,15.0,12.0,16.0,49.0,15.0,2.0,1.612,1.874,0.586,3.0,1.0,0.0,84.196,66.0,59.951,9.0,0.786,0.558,0.558,4.299,3.974,3.825,32.633,2.401,1.962,7.757,1.004,17.434,16.442,2.388,2.718,2.703,39.0,8.0,9.0,56.0,5.0,1.0,0.0,11.0,1.0,10.0,19.0,34.0,42.0,1.0,2.0,26.0,10.0,4.0,23.0,38.0,7.0,2.0,1.044,0.843,0.514,2.0,1.0,2.0,64.593,47.0,53.231,16.0,0.403,0.001,0.001,2.803,3.17,3.151
TOR,2018,TOR,2018021080,TOR,CHI,HOME,20190313,Team Level,5on5,0.5652,0.5956,0.53,3374.0,36.46,3.121,2.669,8.176,1.186,22.247,15.601,3.012,2.804,2.705,39.0,14.0,28.0,81.0,3.0,4.0,1.0,6.0,1.0,18.0,21.0,36.0,50.0,0.0,0.0,30.0,14.0,12.0,16.0,40.0,12.0,1.0,1.285,1.472,0.365,3.0,0.0,0.0,70.196,53.0,46.951,9.0,0.553,0.558,0.558,3.116,2.791,2.746,32.633,2.401,1.962,7.757,1.004,17.434,16.442,2.388,2.718,2.703,39.0,8.0,8.0,55.0,5.0,1.0,0.0,11.0,1.0,10.0,19.0,34.0,42.0,1.0,2.0,24.0,10.0,3.0,18.0,38.0,7.0,2.0,1.044,0.843,0.514,2.0,1.0,2.0,63.593,47.0,53.231,12.0,0.403,0.001,0.001,2.803,3.17,3.151
TOR,2018,TOR,2018021080,TOR,CHI,HOME,20190313,Team Level,4on5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOR,2018,TOR,2018021080,TOR,CHI,HOME,20190313,Team Level,5on4,1.0,1.0,1.0,33.0,0.665,0.025,0.059,0.162,0.017,0.506,0.232,0.025,0.025,0.025,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.014,0.0,0.0,0.039,0.039,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOR,2018,TOR,2018021093,TOR,PHI,HOME,20190315,Team Level,other,0.3984,0.4545,0.4,255.0,2.815,0.616,0.126,0.544,0.088,1.621,1.006,0.616,0.616,0.616,3.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,0.0,0.0,2.0,1.0,1.0,4.0,3.0,0.0,1.0,0.065,0.0,0.552,0.0,0.0,0.0,5.0,4.0,4.0,3.0,0.033,0.0,0.0,0.649,0.649,0.649,4.386,0.93,0.369,0.696,0.142,2.718,1.145,0.816,0.93,0.816,4.0,2.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,3.0,0.121,0.0,0.809,1.0,0.0,1.0,6.0,6.0,6.0,0.0,0.125,0.0,0.0,1.055,1.055,0.929
TOR,2018,TOR,2018021093,TOR,PHI,HOME,20190315,Team Level,all,0.6481,0.6621,0.6306,3600.0,50.286,5.773,3.626,11.326,1.676,27.275,19.389,5.132,5.612,4.981,51.0,19.0,26.0,96.0,7.0,5.0,1.0,12.0,3.0,20.0,23.0,44.0,63.0,2.0,4.0,41.0,11.0,7.0,21.0,50.0,12.0,8.0,1.735,1.409,2.628,3.0,3.0,1.0,91.82,70.0,67.335,14.0,0.781,1.027,1.585,4.903,4.737,4.425,29.682,3.135,2.101,6.808,0.948,15.969,12.039,2.94,3.309,3.105,29.0,12.0,8.0,49.0,6.0,2.0,2.0,8.0,1.0,12.0,12.0,23.0,35.0,5.0,10.0,32.0,13.0,8.0,18.0,27.0,10.0,4.0,0.656,1.304,1.175,2.0,2.0,2.0,51.738,41.0,42.913,13.0,0.493,0.534,0.534,3.094,3.224,3.07
