team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
TOR,2010,TOR,2010020397,TOR,WSH,AWAY,20101206,Team Level,4on5,0.0106,0.125,0.1667,186.0,0.863,0.006,0.004,0.051,0.017,0.143,0.778,0.006,0.006,0.006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.001,0.0,0.0,0.007,0.007,0.007,3.406,0.562,0.351,0.763,0.144,2.078,1.103,0.51,0.562,0.51,2.0,3.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.124,0.173,0.265,0.0,0.0,1.0,7.0,5.0,5.0,0.0,0.091,0.0,0.0,0.653,0.653,0.595
TOR,2010,TOR,2010020397,TOR,WSH,AWAY,20101206,Team Level,5on4,1.0,0.9,1.0,406.0,4.036,0.453,0.339,0.859,0.125,2.785,1.438,0.453,0.453,0.453,5.0,1.0,3.0,9.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.036,0.0,0.417,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.089,0.0,0.0,0.543,0.543,0.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
TOR,2010,TOR,2010020407,TOR,PIT,AWAY,20101208,Team Level,other,0.0349,0.2222,0.125,227.0,0.657,0.017,0.034,0.149,0.018,0.402,0.38,0.017,0.017,0.017,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.008,0.0,0.0,0.025,0.025,0.025,5.014,0.47,0.369,1.2,0.169,2.479,2.313,0.422,0.47,0.422,4.0,3.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,7.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,2.0,0.0,0.235,0.235,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.087,0.153,0.153,0.404,0.404,0.372
TOR,2010,TOR,2010020407,TOR,PIT,AWAY,20101208,Team Level,all,0.5511,0.4771,0.4533,3600.0,24.535,3.913,1.537,5.22,0.712,12.944,9.674,3.272,3.905,3.264,25.0,9.0,18.0,52.0,2.0,1.0,1.0,6.0,1.0,9.0,15.0,23.0,32.0,8.0,28.0,20.0,31.0,2.0,4.0,27.0,0.0,7.0,0.685,0.0,3.228,1.0,0.0,1.0,50.074,34.0,33.095,4.0,0.384,0.894,0.894,3.403,3.393,3.175,29.466,3.187,2.088,6.559,0.992,15.028,13.146,3.034,3.183,3.031,26.0,15.0,16.0,57.0,5.0,5.0,1.0,4.0,1.0,9.0,17.0,21.0,36.0,13.0,38.0,44.0,20.0,6.0,5.0,27.0,11.0,3.0,0.972,1.421,0.793,1.0,3.0,1.0,58.584,41.0,41.743,2.0,0.451,1.021,1.021,2.617,2.62,2.554
TOR,2010,TOR,2010020407,TOR,PIT,AWAY,20101208,Team Level,5on5,0.3041,0.443,0.4231,2560.0,15.258,1.05,0.952,3.622,0.475,8.569,7.33,1.043,1.042,1.035,16.0,6.0,13.0,35.0,1.0,0.0,0.0,2.0,1.0,7.0,11.0,15.0,21.0,8.0,28.0,8.0,26.0,0.0,4.0,20.0,0.0,2.0,0.579,0.0,0.472,1.0,0.0,0.0,33.074,22.0,21.095,4.0,0.192,0.0,0.0,1.243,1.233,1.224,21.942,2.403,1.498,5.09,0.754,11.563,8.691,2.299,2.4,2.296,19.0,11.0,14.0,44.0,4.0,4.0,1.0,3.0,1.0,5.0,13.0,15.0,26.0,12.0,36.0,31.0,19.0,4.0,5.0,20.0,7.0,3.0,0.679,0.931,0.793,1.0,2.0,1.0,45.584,30.0,30.743,2.0,0.311,0.867,0.867,1.847,1.85,1.816
TOR,2010,TOR,2010020407,TOR,PIT,AWAY,20101208,Team Level,4on5,0.0,0.25,0.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711,0.131,0.081,0.11,0.023,0.455,0.2,0.131,0.131,0.131,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.131,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.021,0.0,0.0,0.152,0.152,0.152
TOR,2010,TOR,2010020407,TOR,PIT,AWAY,20101208,Team Level,5on4,0.9396,0.8235,0.7857,526.0,8.621,2.846,0.551,1.449,0.218,3.972,1.964,2.212,2.846,2.212,8.0,3.0,3.0,14.0,1.0,1.0,1.0,4.0,0.0,2.0,3.0,7.0,10.0,0.0,0.0,8.0,3.0,0.0,0.0,6.0,0.0,5.0,0.09,0.0,2.756,0.0,0.0,1.0,14.0,11.0,11.0,0.0,0.183,0.894,0.894,2.136,2.136,1.925,1.799,0.183,0.14,0.158,0.047,0.531,1.941,0.183,0.183,0.183,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0,0.059,0.124,0.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,0.032,0.0,0.0,0.215,0.215,0.215
TOR,2010,TOR,2010020413,TOR,PHI,HOME,20101209,Team Level,other,0.4719,0.6667,0.6667,34.0,1.424,0.185,0.101,0.164,0.051,1.128,0.37,0.185,0.185,0.185,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.078,0.107,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.027,0.0,0.0,0.212,0.212,0.212,0.834,0.207,0.065,0.091,0.019,0.514,0.104,0.207,0.207,0.207,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.207,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.022,0.0,0.0,0.229,0.229,0.229
TOR,2010,TOR,2010020413,TOR,PHI,HOME,20101209,Team Level,all,0.5387,0.568,0.5765,3600.0,35.354,2.451,2.019,8.189,1.116,19.089,16.136,2.431,2.312,2.294,32.0,17.0,22.0,71.0,1.0,1.0,0.0,9.0,1.0,22.0,15.0,31.0,48.0,4.0,8.0,20.0,17.0,8.0,13.0,40.0,7.0,2.0,1.173,0.774,0.504,0.0,1.0,0.0,64.707,49.0,45.056,10.0,0.432,0.141,0.378,2.505,2.352,2.338,27.033,2.099,1.815,6.13,0.955,14.603,10.398,2.072,2.272,2.242,28.0,8.0,18.0,54.0,4.0,1.0,1.0,4.0,1.0,13.0,13.0,24.0,32.0,4.0,8.0,43.0,9.0,8.0,17.0,27.0,7.0,2.0,0.634,0.846,0.619,1.0,2.0,1.0,60.524,36.0,39.673,17.0,0.406,0.082,0.118,2.387,2.579,2.546
TOR,2010,TOR,2010020413,TOR,PHI,HOME,20101209,Team Level,5on5,0.5397,0.5408,0.5672,2840.0,27.718,1.678,1.583,6.816,0.89,15.013,12.02,1.658,1.539,1.521,28.0,10.0,15.0,53.0,1.0,1.0,0.0,8.0,1.0,16.0,11.0,27.0,37.0,4.0,8.0,15.0,14.0,5.0,11.0,32.0,5.0,1.0,0.86,0.581,0.237,0.0,1.0,0.0,46.707,38.0,34.056,9.0,0.321,0.141,0.378,1.621,1.469,1.455,21.725,1.431,1.401,5.181,0.804,11.373,8.81,1.407,1.604,1.577,22.0,7.0,16.0,45.0,3.0,1.0,1.0,3.0,1.0,10.0,11.0,19.0,26.0,4.0,8.0,32.0,8.0,5.0,13.0,22.0,7.0,0.0,0.585,0.846,0.0,1.0,2.0,0.0,51.524,29.0,32.673,13.0,0.29,0.082,0.118,1.603,1.795,1.771
TOR,2010,TOR,2010020413,TOR,PHI,HOME,20101209,Team Level,4on5,0.4273,0.3846,0.4,366.0,2.526,0.344,0.102,0.262,0.063,0.759,2.469,0.344,0.344,0.344,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,2.0,3.0,2.0,3.0,0.0,1.0,0.077,0.0,0.267,0.0,0.0,0.0,5.0,4.0,4.0,1.0,0.022,0.0,0.0,0.366,0.366,0.366,4.473,0.461,0.348,0.859,0.131,2.716,1.485,0.458,0.461,0.458,5.0,1.0,2.0,8.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,5.0,0.0,0.0,7.0,1.0,0.0,0.0,5.0,0.0,1.0,0.049,0.0,0.412,0.0,0.0,1.0,8.0,6.0,6.0,0.0,0.094,0.0,0.0,0.555,0.555,0.547
TOR,2010,TOR,2010020413,TOR,PHI,HOME,20101209,Team Level,5on4,1.0,1.0,1.0,360.0,3.686,0.244,0.233,0.948,0.111,2.189,1.276,0.244,0.244,0.244,2.0,3.0,6.0,11.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.157,0.087,0.0,0.0,0.0,0.0,11.0,5.0,5.0,0.0,0.061,0.0,0.0,0.305,0.305,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
TOR,2010,TOR,2010020427,TOR,MTL,HOME,20101211,Team Level,other,1.0,0.6667,1.0,19.0,0.73,0.872,0.007,0.008,0.006,0.048,0.06,0.872,0.872,0.872,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.872,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.002,0.0,0.0,0.874,0.874,0.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOR,2010,TOR,2010020427,TOR,MTL,HOME,20101211,Team Level,all,0.6653,0.5447,0.5185,3600.0,29.595,3.49,2.101,7.033,0.975,17.037,11.364,3.44,3.489,3.439,24.0,18.0,25.0,67.0,3.0,1.0,1.0,4.0,2.0,18.0,14.0,21.0,39.0,3.0,6.0,35.0,29.0,13.0,16.0,26.0,13.0,3.0,0.764,1.411,1.314,1.0,1.0,1.0,68.722,42.0,43.016,10.0,0.474,0.144,0.144,3.819,3.819,3.77,27.481,1.756,1.623,6.799,0.885,15.549,12.387,1.734,1.745,1.724,23.0,16.0,17.0,56.0,1.0,0.0,0.0,9.0,1.0,9.0,19.0,22.0,38.0,5.0,10.0,30.0,33.0,5.0,14.0,34.0,4.0,1.0,1.03,0.515,0.21,1.0,0.0,0.0,53.974,39.0,37.565,12.0,0.337,0.0,0.0,2.093,2.081,2.055
TOR,2010,TOR,2010020427,TOR,MTL,HOME,20101211,Team Level,5on5,0.4844,0.4851,0.4478,3101.0,21.594,1.631,1.415,5.386,0.685,12.105,8.778,1.605,1.631,1.605,16.0,14.0,19.0,49.0,2.0,1.0,1.0,1.0,2.0,14.0,10.0,14.0,28.0,3.0,6.0,28.0,25.0,12.0,13.0,21.0,8.0,1.0,0.573,0.842,0.215,1.0,1.0,0.0,50.722,30.0,31.016,9.0,0.295,0.144,0.144,1.782,1.782,1.765,26.078,1.736,1.559,6.509,0.842,14.857,11.496,1.715,1.725,1.704,22.0,15.0,15.0,52.0,1.0,0.0,0.0,8.0,1.0,9.0,18.0,21.0,36.0,4.0,8.0,26.0,33.0,5.0,13.0,32.0,4.0,1.0,1.011,0.515,0.21,1.0,0.0,0.0,49.974,37.0,35.565,11.0,0.322,0.0,0.0,2.059,2.046,2.021
TOR,2010,TOR,2010020427,TOR,MTL,HOME,20101211,Team Level,4on5,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687,0.004,0.046,0.167,0.02,0.472,0.29,0.004,0.004,0.004,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.011,0.0,0.0,0.015,0.015,0.015
TOR,2010,TOR,2010020427,TOR,MTL,HOME,20101211,Team Level,5on4,0.985,0.9412,0.9167,360.0,7.271,0.987,0.68,1.64,0.285,4.883,2.526,0.963,0.987,0.963,7.0,4.0,5.0,16.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,7.0,11.0,0.0,0.0,5.0,0.0,1.0,3.0,5.0,5.0,1.0,0.191,0.569,0.227,0.0,0.0,0.0,16.0,11.0,11.0,1.0,0.177,0.0,0.0,1.164,1.164,1.131,0.715,0.015,0.018,0.123,0.022,0.22,0.601,0.015,0.015,0.015,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.004,0.0,0.0,0.02,0.02,0.02
TOR,2010,TOR,2010020448,TOR,EDM,AWAY,20101214,Team Level,other,0.5833,0.3333,0.5,21.0,0.659,0.042,0.053,0.103,0.02,0.562,0.22,0.042,0.042,0.042,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.017,0.0,0.0,0.059,0.059,0.059,0.71,0.03,0.053,0.176,0.02,0.492,0.228,0.03,0.03,0.03,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.013,0.0,0.0,0.044,0.044,0.044
TOR,2010,TOR,2010020448,TOR,EDM,AWAY,20101214,Team Level,all,0.5688,0.5812,0.593,3600.0,35.73,3.712,2.463,7.698,1.219,20.132,15.775,3.611,3.889,3.784,34.0,17.0,17.0,68.0,4.0,3.0,0.0,6.0,1.0,16.0,21.0,30.0,47.0,4.0,11.0,27.0,18.0,6.0,17.0,40.0,8.0,3.0,1.186,1.028,1.498,1.0,1.0,2.0,72.052,51.0,53.668,14.0,0.553,0.355,0.355,3.911,4.099,4.004,26.339,2.814,1.972,5.88,0.839,13.52,9.974,2.797,2.641,2.625,24.0,11.0,14.0,49.0,1.0,2.0,0.0,6.0,3.0,8.0,15.0,23.0,34.0,5.0,13.0,24.0,22.0,8.0,23.0,24.0,7.0,4.0,0.918,0.912,0.984,0.0,1.0,0.0,45.565,35.0,32.821,19.0,0.424,0.358,0.358,2.88,2.698,2.693
TOR,2010,TOR,2010020448,TOR,EDM,AWAY,20101214,Team Level,5on5,0.4544,0.5393,0.5238,2661.0,22.55,2.156,1.478,5.225,0.825,12.853,10.463,2.09,2.333,2.263,19.0,14.0,15.0,48.0,2.0,1.0,0.0,4.0,1.0,10.0,15.0,17.0,31.0,4.0,11.0,20.0,17.0,5.0,12.0,24.0,8.0,1.0,0.839,1.028,0.289,1.0,1.0,0.0,52.052,33.0,35.668,11.0,0.303,0.289,0.289,2.169,2.358,2.298,22.995,2.589,1.742,5.213,0.717,11.29,8.448,2.572,2.416,2.4,22.0,8.0,11.0,41.0,1.0,2.0,0.0,6.0,2.0,5.0,14.0,21.0,29.0,5.0,13.0,13.0,19.0,7.0,17.0,20.0,6.0,4.0,0.788,0.817,0.984,0.0,1.0,0.0,37.565,30.0,27.821,14.0,0.368,0.358,0.358,2.599,2.417,2.412
TOR,2010,TOR,2010020448,TOR,EDM,AWAY,20101214,Team Level,4on5,0.5785,0.4444,0.5714,390.0,2.912,0.21,0.122,0.495,0.089,0.909,2.175,0.205,0.21,0.205,3.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,0.027,0.043,0.043,0.194,0.194,0.192,1.89,0.153,0.151,0.375,0.079,1.546,0.697,0.153,0.153,0.153,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0,0.057,0.095,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,0.037,0.0,0.0,0.189,0.189,0.189
TOR,2010,TOR,2010020448,TOR,EDM,AWAY,20101214,Team Level,5on4,0.9688,0.9375,0.9286,528.0,9.609,1.304,0.81,1.875,0.286,5.808,2.917,1.274,1.304,1.274,11.0,2.0,2.0,15.0,2.0,1.0,0.0,2.0,0.0,4.0,4.0,9.0,11.0,0.0,0.0,5.0,0.0,1.0,2.0,11.0,0.0,2.0,0.096,0.0,1.208,0.0,0.0,2.0,15.0,13.0,13.0,0.0,0.207,0.023,0.023,1.489,1.489,1.456,0.745,0.042,0.027,0.116,0.022,0.192,0.601,0.042,0.042,0.042,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.006,0.0,0.0,0.049,0.049,0.049
TOR,2010,TOR,2010020467,TOR,CGY,AWAY,20101216,Team Level,other,0.1657,0.1667,0.25,123.0,0.659,0.029,0.039,0.154,0.019,0.317,0.442,0.029,0.029,0.029,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.01,0.0,0.0,0.039,0.039,0.039,1.848,0.146,0.112,0.45,0.081,1.246,0.965,0.146,0.146,0.146,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.146,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.027,0.0,0.0,0.173,0.173,0.173
TOR,2010,TOR,2010020467,TOR,CGY,AWAY,20101216,Team Level,all,0.3635,0.4309,0.3902,3600.0,22.689,1.435,1.281,5.783,0.742,12.104,10.655,1.429,1.455,1.449,19.0,13.0,21.0,53.0,2.0,1.0,0.0,3.0,0.0,8.0,18.0,17.0,30.0,5.0,8.0,16.0,21.0,6.0,16.0,28.0,2.0,2.0,0.776,0.185,0.474,1.0,0.0,1.0,51.054,32.0,31.781,14.0,0.264,0.085,0.085,1.614,1.632,1.626,35.337,2.513,2.283,8.603,1.228,20.486,14.887,2.433,2.478,2.399,33.0,17.0,20.0,70.0,5.0,1.0,0.0,4.0,2.0,19.0,19.0,28.0,45.0,1.0,2.0,23.0,23.0,18.0,16.0,40.0,9.0,1.0,1.276,0.992,0.245,4.0,1.0,0.0,71.982,50.0,50.015,6.0,0.481,0.245,0.279,2.716,2.683,2.639
TOR,2010,TOR,2010020467,TOR,CGY,AWAY,20101216,Team Level,5on5,0.3263,0.4393,0.3944,3215.0,19.802,1.084,1.082,5.294,0.671,10.846,9.023,1.078,1.103,1.097,17.0,11.0,19.0,47.0,2.0,1.0,0.0,3.0,0.0,8.0,14.0,15.0,26.0,5.0,8.0,13.0,19.0,6.0,15.0,25.0,2.0,1.0,0.688,0.185,0.211,1.0,0.0,1.0,45.054,28.0,27.781,14.0,0.219,0.085,0.085,1.217,1.235,1.229,30.599,2.238,2.003,7.496,1.059,17.443,12.762,2.158,2.202,2.125,28.0,15.0,17.0,60.0,3.0,1.0,0.0,3.0,2.0,17.0,17.0,25.0,40.0,1.0,2.0,20.0,23.0,15.0,14.0,33.0,9.0,1.0,1.001,0.992,0.245,2.0,1.0,0.0,61.982,43.0,43.015,5.0,0.415,0.245,0.279,2.374,2.342,2.299
TOR,2010,TOR,2010020467,TOR,CGY,AWAY,20101216,Team Level,4on5,0.7121,0.3333,0.3333,142.0,1.539,0.319,0.106,0.181,0.036,0.444,0.914,0.319,0.319,0.319,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.055,0.0,0.263,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.023,0.0,0.0,0.342,0.342,0.342,2.89,0.129,0.168,0.657,0.088,1.798,1.16,0.128,0.129,0.128,3.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.129,0.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,0.039,0.0,0.0,0.169,0.169,0.167
TOR,2010,TOR,2010020467,TOR,CGY,AWAY,20101216,Team Level,5on4,1.0,0.75,1.0,120.0,0.688,0.004,0.054,0.154,0.017,0.496,0.275,0.004,0.004,0.004,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.012,0.0,0.0,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TOR,2010,TOR,2010020483,TOR,VAN,AWAY,20101218,Team Level,other,0.1267,0.8333,0.8,137.0,2.895,0.137,0.383,0.49,0.091,2.137,0.763,0.134,0.137,0.134,4.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.137,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.139,0.0,0.0,0.275,0.275,0.271,0.895,0.944,0.008,0.005,0.003,0.021,0.018,0.944,0.944,0.944,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.944,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.002,0.0,0.0,0.946,0.946,0.946
