playerId,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8479318,2017,Auston Matthews,2017020321,TOR,FLA,AWAY,20171122,C,5on4,130.0,2.0,1.46,1.0,0.9848,1.0,0.8571,1.0,0.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,174.0,0.0,0.0,0.0,0.0,0.74,0.061,0.061,0.061,0.061,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.061,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.014,0.0,0.0,0.076,0.076,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.001,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8479318,2017,Auston Matthews,2017020343,TOR,CAR,AWAY,20171124,C,other,39.0,1.0,0.285,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.776,0.058,0.058,0.058,0.058,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.019,0.0,0.0,0.077,0.077,0.077,0.0,0.251,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8479318,2017,Auston Matthews,2017020343,TOR,CAR,AWAY,20171124,C,all,1149.0,23.0,0.285,0.5963,0.1747,0.425,0.2444,0.4286,0.274,1.0,2.404,0.212,0.25,0.344,0.058,1.263,0.873,0.212,0.238,0.238,1.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.095,0.117,0.0,0.0,0.0,0.0,3.522,3.0,3.453,0.0,0.052,0.0,0.0,0.264,0.296,0.296,23.0,2.0,1.0,7.0,13.0,1.0,4.0,4.0,14.0,4.0,8.0,2451.0,0.0,0.0,0.0,1.0,9.163,1.05,1.046,1.095,1.091,9.0,3.0,5.0,17.0,1.0,0.0,0.0,10.0,1.0,1.0,0.26,0.117,0.673,0.0,0.0,1.0,19.283,12.0,13.328,0.139,0.0,0.0,1.189,1.246,1.241,11.329,0.711,0.7,0.655,0.644,8.0,8.0,7.0,23.0,1.0,1.0,0.0,14.0,2.0,0.0,0.493,0.218,0.0,1.0,0.0,0.0,20.718,16.0,14.64,0.144,0.027,0.027,0.829,0.764,0.751,0.965,4.56,22.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
8479318,2017,Auston Matthews,2017020343,TOR,CAR,AWAY,20171124,C,5on5,1000.0,20.0,0.285,0.3567,0.1904,0.4,0.2571,0.375,0.2667,1.0,2.404,0.212,0.25,0.344,0.058,1.263,0.873,0.212,0.238,0.238,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.095,0.117,0.0,0.0,0.0,0.0,3.522,3.0,3.453,0.0,0.052,0.0,0.0,0.264,0.296,0.296,20.0,1.0,1.0,7.0,11.0,1.0,4.0,2.0,13.0,4.0,7.0,2008.0,0.0,0.0,0.0,1.0,6.665,0.362,0.361,0.407,0.406,6.0,3.0,5.0,14.0,0.0,0.0,0.0,8.0,1.0,0.0,0.245,0.117,0.0,0.0,0.0,0.0,16.283,9.0,10.328,0.095,0.0,0.0,0.456,0.514,0.512,10.553,0.653,0.642,0.597,0.586,8.0,7.0,6.0,21.0,1.0,1.0,0.0,13.0,2.0,0.0,0.435,0.218,0.0,1.0,0.0,0.0,18.718,15.0,13.64,0.125,0.027,0.027,0.751,0.687,0.674,0.876,3.724,18.0,52.0,0.06,0.073,2.0,1.0,2.0,1.0
8479318,2017,Auston Matthews,2017020343,TOR,CAR,AWAY,20171124,C,4on5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8479318,2017,Auston Matthews,2017020343,TOR,CAR,AWAY,20171124,C,5on4,110.0,2.0,0.285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,2.498,0.688,0.685,0.688,0.685,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.015,0.0,0.673,0.0,0.0,1.0,3.0,3.0,3.0,0.044,0.0,0.0,0.732,0.732,0.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8479318,2017,Auston Matthews,2017020348,TOR,WSH,HOME,20171125,C,other,62.0,1.0,1.475,1.0,0.0308,1.0,0.3333,1.0,0.5,1.0,0.67,0.043,0.044,0.121,0.023,0.554,0.215,0.043,0.043,0.043,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.011,0.0,0.0,0.055,0.055,0.055,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,1.421,0.087,0.086,0.087,0.086,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.023,0.0,0.0,0.11,0.11,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.882,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8479318,2017,Auston Matthews,2017020348,TOR,WSH,HOME,20171125,C,all,1108.0,22.0,1.475,0.6238,0.3829,0.6389,0.5238,0.6207,0.5652,1.0,5.369,0.405,0.391,1.202,0.161,3.042,1.799,0.4,0.379,0.374,1.0,0.0,5.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,5.0,7.0,0.0,0.0,7.0,0.0,1.0,0.0,5.0,2.0,0.0,0.224,0.18,0.0,0.0,0.0,0.0,8.417,7.0,6.624,0.0,0.087,0.0,0.0,0.492,0.461,0.456,22.0,4.0,0.0,4.0,14.0,4.0,2.0,7.0,9.0,7.0,2.0,2492.0,0.0,0.0,0.0,0.0,13.248,0.912,0.898,0.857,0.844,13.0,5.0,5.0,23.0,1.0,0.0,0.0,14.0,4.0,0.0,0.505,0.407,0.0,1.0,0.0,0.0,21.157,18.0,16.733,0.194,0.0,0.0,1.106,1.04,1.025,7.292,0.55,0.55,0.612,0.611,6.0,5.0,2.0,13.0,1.0,0.0,0.0,7.0,4.0,0.0,0.113,0.438,0.0,0.0,1.0,0.0,14.693,11.0,12.283,0.086,0.0,0.0,0.637,0.707,0.706,1.351,2.177,33.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
8479318,2017,Auston Matthews,2017020348,TOR,WSH,HOME,20171125,C,5on5,959.0,20.0,1.475,0.5433,0.6592,0.6129,0.5926,0.5833,0.641,1.0,3.978,0.322,0.29,0.923,0.117,1.982,1.366,0.317,0.296,0.292,1.0,0.0,3.0,2.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,3.0,2.0,0.0,0.142,0.18,0.0,0.0,0.0,0.0,6.417,5.0,4.624,0.0,0.062,0.0,0.0,0.384,0.354,0.349,20.0,2.0,0.0,4.0,14.0,3.0,2.0,7.0,8.0,6.0,2.0,2156.0,0.0,0.0,0.0,0.0,10.233,0.653,0.646,0.599,0.593,9.0,5.0,5.0,19.0,1.0,0.0,0.0,11.0,3.0,0.0,0.379,0.275,0.0,1.0,0.0,0.0,17.157,14.0,12.733,0.138,0.0,0.0,0.791,0.726,0.718,6.992,0.549,0.549,0.611,0.611,5.0,5.0,2.0,12.0,1.0,0.0,0.0,6.0,4.0,0.0,0.112,0.438,0.0,0.0,1.0,0.0,13.693,10.0,11.283,0.084,0.0,0.0,0.634,0.704,0.704,1.323,0.684,32.0,22.0,0.028,0.0,1.0,0.0,1.0,0.0
8479318,2017,Auston Matthews,2017020348,TOR,WSH,HOME,20171125,C,4on5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8479318,2017,Auston Matthews,2017020348,TOR,WSH,HOME,20171125,C,5on4,87.0,1.0,1.475,0.9942,0.0,0.6667,0.0,0.6667,0.0,3.0,0.721,0.039,0.057,0.159,0.022,0.505,0.219,0.039,0.039,0.039,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.014,0.0,0.0,0.053,0.053,0.053,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,1.594,0.171,0.166,0.171,0.166,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.039,0.132,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.034,0.0,0.0,0.205,0.205,0.199,0.3,0.001,0.001,0.001,0.001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.002,0.0,0.0,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8479318,2017,Auston Matthews,2017020374,TOR,CGY,AWAY,20171128,C,other,107.0,1.0,0.66,0.0,0.9237,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436,0.036,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8479318,2017,Auston Matthews,2017020374,TOR,CGY,AWAY,20171128,C,all,1049.0,23.0,0.66,0.6158,0.6706,0.5,0.5663,0.5417,0.549,2.0,0.758,0.247,0.042,0.142,0.021,0.305,0.242,0.247,0.271,0.271,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.247,0.0,0.0,0.0,1.103,1.0,1.1,0.0,0.009,0.0,0.0,0.256,0.281,0.281,23.0,3.0,2.0,6.0,12.0,5.0,2.0,3.0,13.0,8.0,7.0,2551.0,0.0,0.0,0.0,1.0,8.73,0.742,0.74,0.812,0.81,10.0,3.0,2.0,15.0,1.0,0.0,0.0,11.0,1.0,1.0,0.41,0.085,0.247,1.0,0.0,0.0,16.39,13.0,14.192,0.126,0.0,0.0,0.868,0.949,0.946,7.307,0.463,0.463,0.425,0.425,8.0,3.0,4.0,15.0,0.0,0.0,0.0,10.0,1.0,0.0,0.267,0.196,0.0,0.0,0.0,0.0,13.594,11.0,10.119,0.08,0.0,0.0,0.543,0.499,0.499,1.724,0.847,47.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
8479318,2017,Auston Matthews,2017020374,TOR,CGY,AWAY,20171128,C,5on5,881.0,20.0,0.66,0.6122,0.6229,0.4643,0.5405,0.5217,0.5116,2.0,0.758,0.247,0.042,0.142,0.021,0.305,0.242,0.247,0.271,0.271,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.247,0.0,0.0,0.0,1.103,1.0,1.1,0.0,0.009,0.0,0.0,0.256,0.281,0.281,20.0,2.0,2.0,6.0,10.0,4.0,2.0,3.0,11.0,7.0,6.0,2025.0,0.0,0.0,0.0,1.0,8.128,0.731,0.729,0.801,0.799,9.0,3.0,1.0,13.0,1.0,0.0,0.0,10.0,1.0,1.0,0.399,0.085,0.247,1.0,0.0,0.0,14.39,12.0,13.192,0.106,0.0,0.0,0.837,0.917,0.914,7.307,0.463,0.463,0.425,0.425,8.0,3.0,4.0,15.0,0.0,0.0,0.0,10.0,1.0,0.0,0.267,0.196,0.0,0.0,0.0,0.0,13.594,11.0,10.119,0.08,0.0,0.0,0.543,0.499,0.499,1.249,0.756,40.0,34.0,0.0,0.033,0.0,1.0,0.0,1.0
8479318,2017,Auston Matthews,2017020374,TOR,CGY,AWAY,20171128,C,4on5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8479318,2017,Auston Matthews,2017020374,TOR,CGY,AWAY,20171128,C,5on4,61.0,2.0,0.66,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,127.0,0.0,0.0,0.0,0.0,0.602,0.012,0.012,0.012,0.012,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.02,0.0,0.0,0.032,0.032,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8479318,2017,Auston Matthews,2017020387,TOR,EDM,AWAY,20171130,C,other,14.0,0.0,1.19,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.715,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8479318,2017,Auston Matthews,2017020387,TOR,EDM,AWAY,20171130,C,all,1084.0,26.0,1.19,0.5169,0.6615,0.4314,0.4839,0.3714,0.5067,4.0,1.759,0.686,0.133,0.331,0.051,0.463,0.336,0.686,0.697,0.697,0.0,1.0,2.0,0.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.686,0.0,0.0,1.0,5.443,2.0,2.03,1.0,0.038,0.0,0.0,0.723,0.736,0.736,26.0,5.0,3.0,5.0,13.0,5.0,4.0,6.0,11.0,14.0,5.0,2516.0,0.0,0.0,0.0,4.0,10.154,1.682,1.644,1.759,1.716,10.0,3.0,9.0,22.0,2.0,1.0,0.0,6.0,4.0,3.0,0.112,0.586,0.984,0.0,0.0,2.0,24.286,13.0,14.077,0.168,0.153,0.153,1.697,1.768,1.745,16.661,1.572,1.447,1.458,1.343,19.0,3.0,7.0,29.0,1.0,3.0,0.0,16.0,4.0,2.0,0.587,0.446,0.54,0.0,0.0,1.0,26.796,22.0,20.398,0.238,0.516,0.516,1.295,1.205,1.141,3.156,1.615,45.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
